customer_id,intervention_date,intervention_type,savings_amount,confidence_score
CUST000897,2025-06-30,Caught Billing Error,20,0.9347772303898819
CUST004097,2025-08-09,Prevented Overage,35,0.9792207634379155
CUST003245,2025-07-20,Caught Billing Error,20,0.9147673915652558
CUST003245,2025-09-15,Prevented Overage,35,0.8235292949597351
CUST003245,2025-08-30,Prevented Payment Failure,10,0.8255859335628338
CUST001027,2025-08-21,Prevented Overage,35,0.887066750859376
CUST000363,2025-06-26,Caught Billing Error,20,0.8912345692724921
CUST000363,2025-07-08,Prevented Payment Failure,10,0.8167803618707694
CUST000363,2025-07-29,Caught Billing Error,20,0.7600212024385109
CUST000363,2025-06-25,Roaming Alert,45,0.9705247671506367
CUST002902,2025-09-14,Prevented Payment Failure,10,0.8939263887982816
CUST002902,2025-09-09,Optimized Plan,25,0.8394759304495528
CUST002902,2025-06-23,Prevented Overage,35,0.7560634628590196
CUST002902,2025-07-21,Prevented Payment Failure,10,0.8907272705552168
CUST003823,2025-07-01,Prevented Payment Failure,10,0.9778010052000172
CUST003823,2025-09-10,Prevented Payment Failure,10,0.8221570247737691
CUST004277,2025-08-14,Optimized Plan,25,0.9353852044348605
CUST004277,2025-08-25,Optimized Plan,25,0.7945964485476725
CUST003025,2025-08-16,Optimized Plan,25,0.9784459395357408
CUST003025,2025-07-23,Optimized Plan,25,0.7549652660801075
CUST003025,2025-07-24,Roaming Alert,45,0.8009154287329875
CUST003863,2025-07-18,Prevented Payment Failure,10,0.9715324758854694
CUST003863,2025-09-16,Prevented Payment Failure,10,0.9002887894585728
CUST003863,2025-06-19,Prevented Payment Failure,10,0.8683303885697387
CUST000081,2025-08-05,Optimized Plan,25,0.8854291941365227
CUST000081,2025-07-19,Prevented Payment Failure,10,0.9484427643637173
CUST001340,2025-09-05,Optimized Plan,25,0.7898197278357111
CUST004500,2025-09-17,Optimized Plan,25,0.974727287821006
CUST004500,2025-07-23,Optimized Plan,25,0.8280261541460641
CUST004500,2025-07-17,Prevented Payment Failure,10,0.9673206683387979
CUST002010,2025-06-23,Optimized Plan,25,0.7994671731442213
CUST002010,2025-09-10,Caught Billing Error,20,0.8898060116334818
CUST002010,2025-09-06,Roaming Alert,45,0.912981910193339
CUST000177,2025-07-20,Roaming Alert,45,0.7526180122583174
CUST004281,2025-09-08,Caught Billing Error,20,0.8991974195279181
CUST004281,2025-08-24,Optimized Plan,25,0.7854797879466787
CUST004281,2025-07-24,Prevented Overage,35,0.8577401872351765
CUST001595,2025-08-26,Prevented Overage,35,0.7557434624130838
CUST001595,2025-08-14,Caught Billing Error,20,0.9709194660605862
CUST004205,2025-06-26,Optimized Plan,25,0.9503253237181343
CUST004205,2025-07-05,Roaming Alert,45,0.8233166753966361
CUST003507,2025-08-31,Prevented Overage,35,0.8345275361626409
CUST003507,2025-07-20,Prevented Payment Failure,10,0.8133816064987331
CUST004984,2025-07-18,Caught Billing Error,20,0.7675456143589691
CUST004984,2025-08-28,Optimized Plan,25,0.8155400501959957
CUST004984,2025-09-13,Optimized Plan,25,0.8756079839239829
CUST000788,2025-07-15,Prevented Payment Failure,10,0.9283315543690697
CUST000788,2025-06-28,Roaming Alert,45,0.8019369340920821
CUST000788,2025-09-07,Roaming Alert,45,0.8172280873497948
CUST001341,2025-07-08,Prevented Payment Failure,10,0.9369260501069948
CUST001570,2025-09-05,Caught Billing Error,20,0.9609267695946618
CUST001570,2025-09-11,Roaming Alert,45,0.906308645484969
CUST001570,2025-07-16,Roaming Alert,45,0.8133295725518838
CUST004980,2025-09-01,Caught Billing Error,20,0.9126686451840215
CUST001420,2025-07-12,Roaming Alert,45,0.9069697014708071
CUST001420,2025-08-23,Roaming Alert,45,0.9382717178459279
CUST004250,2025-08-24,Prevented Payment Failure,10,0.8519190873159096
CUST001870,2025-06-28,Caught Billing Error,20,0.9248815791332162
CUST000002,2025-06-24,Prevented Payment Failure,10,0.8427280791173689
CUST000002,2025-08-27,Optimized Plan,25,0.8806221803463995
CUST000211,2025-08-26,Roaming Alert,45,0.8440704913274385
CUST000211,2025-07-17,Caught Billing Error,20,0.7555748604726977
CUST000946,2025-09-07,Prevented Overage,35,0.8186739747505635
CUST003091,2025-07-14,Prevented Overage,35,0.9633247917378321
CUST003091,2025-08-16,Prevented Payment Failure,10,0.9789939890475944
CUST003122,2025-08-24,Roaming Alert,45,0.9368593964027241
CUST003417,2025-08-15,Prevented Overage,35,0.8198663383163511
CUST003266,2025-08-14,Prevented Payment Failure,10,0.7988796743424609
CUST003921,2025-06-27,Prevented Payment Failure,10,0.7865864361519925
CUST002208,2025-08-17,Prevented Overage,35,0.8309720019041561
CUST004120,2025-08-17,Optimized Plan,25,0.838190146277193
CUST000887,2025-07-04,Prevented Payment Failure,10,0.8982422566879541
CUST000887,2025-08-21,Prevented Payment Failure,10,0.9273920393595472
CUST000887,2025-06-30,Roaming Alert,45,0.7902283102832734
CUST000887,2025-09-15,Prevented Overage,35,0.8198429947183468
CUST000060,2025-07-09,Roaming Alert,45,0.7696578692598268
CUST000060,2025-09-14,Roaming Alert,45,0.751365089258179
CUST000060,2025-07-22,Roaming Alert,45,0.8199709190148861
CUST004371,2025-08-09,Caught Billing Error,20,0.9031582264043391
CUST004371,2025-08-21,Prevented Overage,35,0.8948669009818695
CUST001987,2025-08-11,Caught Billing Error,20,0.7516313600097783
CUST003203,2025-08-28,Prevented Overage,35,0.8206195138324983
CUST003203,2025-09-12,Caught Billing Error,20,0.9496238746051676
CUST004169,2025-08-27,Prevented Payment Failure,10,0.7571762026031501
CUST004169,2025-07-23,Caught Billing Error,20,0.8215921393479221
CUST004169,2025-09-02,Roaming Alert,45,0.8447004083427601
CUST004169,2025-08-04,Caught Billing Error,20,0.822436195758637
CUST004934,2025-07-26,Prevented Overage,35,0.809161857010331
CUST000356,2025-09-10,Prevented Payment Failure,10,0.881686222802382
CUST000356,2025-07-25,Prevented Payment Failure,10,0.9708680697460659
CUST000356,2025-06-25,Roaming Alert,45,0.8117801379342563
CUST001389,2025-09-15,Prevented Overage,35,0.9028537545842118
CUST001782,2025-08-22,Optimized Plan,25,0.9063088164199143
CUST001782,2025-07-12,Optimized Plan,25,0.9127626720955595
CUST002379,2025-07-09,Prevented Overage,35,0.790715584657155
CUST002379,2025-08-25,Optimized Plan,25,0.9260930559248663
CUST000707,2025-07-24,Caught Billing Error,20,0.9332605537516064
CUST000707,2025-09-09,Optimized Plan,25,0.9431072474620305
CUST000707,2025-08-01,Optimized Plan,25,0.9240683482587337
CUST004573,2025-08-13,Roaming Alert,45,0.8313236728147604
CUST004573,2025-08-13,Caught Billing Error,20,0.8214445054810494
CUST004573,2025-07-11,Caught Billing Error,20,0.7943793499213644
CUST003910,2025-08-03,Roaming Alert,45,0.8047020043293014
CUST000077,2025-07-04,Caught Billing Error,20,0.8730318565643392
CUST004221,2025-08-31,Roaming Alert,45,0.7911033118097112
CUST004221,2025-07-09,Prevented Overage,35,0.9487279875273816
CUST002541,2025-08-16,Roaming Alert,45,0.8831136793247424
CUST002249,2025-08-03,Roaming Alert,45,0.9627609540917911
CUST002249,2025-09-14,Caught Billing Error,20,0.8270419646031223
CUST003593,2025-09-04,Prevented Payment Failure,10,0.849335045539774
CUST003593,2025-06-28,Prevented Payment Failure,10,0.9592558699543587
CUST003593,2025-08-03,Roaming Alert,45,0.9588173734629527
CUST004711,2025-08-20,Optimized Plan,25,0.9620139443362131
CUST004729,2025-06-25,Roaming Alert,45,0.8464847787446342
CUST000688,2025-07-24,Optimized Plan,25,0.7863612615456804
CUST003564,2025-07-24,Caught Billing Error,20,0.7771931335143745
CUST003564,2025-08-03,Roaming Alert,45,0.9021764739695937
CUST003564,2025-08-24,Optimized Plan,25,0.9063364637014456
CUST001313,2025-08-27,Prevented Payment Failure,10,0.9233468976686708
CUST002289,2025-06-25,Prevented Overage,35,0.8076674367766827
CUST001292,2025-08-27,Roaming Alert,45,0.8485114789917134
CUST001292,2025-08-20,Optimized Plan,25,0.9659097503614612
CUST004267,2025-07-18,Optimized Plan,25,0.9304883267381229
CUST004267,2025-07-24,Prevented Payment Failure,10,0.9389515555766411
CUST001611,2025-07-25,Caught Billing Error,20,0.8141156469401903
CUST000635,2025-07-13,Optimized Plan,25,0.8891960101458244
CUST001225,2025-08-31,Prevented Payment Failure,10,0.9166560704656876
CUST001716,2025-07-08,Caught Billing Error,20,0.9423272842657752
CUST001716,2025-07-13,Prevented Payment Failure,10,0.7810622431640514
CUST003119,2025-06-22,Caught Billing Error,20,0.9351747077424079
CUST001128,2025-08-01,Prevented Overage,35,0.8718313700542785
CUST001128,2025-08-20,Optimized Plan,25,0.8122256056475453
CUST001128,2025-08-27,Optimized Plan,25,0.8480682723107748
CUST000529,2025-07-23,Optimized Plan,25,0.7667716885078698
CUST002471,2025-07-07,Prevented Overage,35,0.8389698106586002
CUST003963,2025-08-18,Caught Billing Error,20,0.7747888426855206
CUST003963,2025-06-20,Caught Billing Error,20,0.9308738271309994
CUST000247,2025-07-31,Caught Billing Error,20,0.8248069877293892
CUST000247,2025-08-17,Optimized Plan,25,0.7858275937568396
CUST001173,2025-07-16,Prevented Payment Failure,10,0.8221633703052066
CUST001439,2025-07-10,Caught Billing Error,20,0.815202096439898
CUST000487,2025-07-07,Optimized Plan,25,0.9539791045500897
CUST000487,2025-08-19,Roaming Alert,45,0.9731348973908461
CUST000487,2025-07-12,Optimized Plan,25,0.7934795374446548
CUST004216,2025-06-23,Caught Billing Error,20,0.9377714309422299
CUST004216,2025-07-07,Prevented Overage,35,0.8558811044460163
CUST004216,2025-07-25,Optimized Plan,25,0.8950821886723861
CUST004913,2025-08-08,Prevented Overage,35,0.8346038765553385
CUST004413,2025-09-11,Optimized Plan,25,0.8906495001353323
CUST001985,2025-07-03,Optimized Plan,25,0.9057951153535396
CUST001985,2025-08-09,Prevented Payment Failure,10,0.9430431851465255
CUST001985,2025-07-05,Roaming Alert,45,0.86453946034424
CUST004702,2025-07-27,Roaming Alert,45,0.8415828050230629
CUST003947,2025-07-15,Prevented Payment Failure,10,0.9787481067329645
CUST002036,2025-09-06,Roaming Alert,45,0.7658881340757944
CUST002036,2025-08-22,Caught Billing Error,20,0.8001952298451215
CUST002036,2025-08-30,Optimized Plan,25,0.8313821273180656
CUST003070,2025-08-11,Optimized Plan,25,0.8775705255707725
CUST001174,2025-08-07,Prevented Payment Failure,10,0.9480380535498262
CUST004952,2025-07-07,Prevented Overage,35,0.7533252418320626
CUST004664,2025-08-01,Prevented Payment Failure,10,0.944237790252082
CUST004664,2025-07-04,Roaming Alert,45,0.9318147904286161
CUST004664,2025-07-15,Prevented Overage,35,0.9325273373001255
CUST002431,2025-08-03,Prevented Overage,35,0.8327552745630965
CUST001553,2025-06-19,Prevented Overage,35,0.8222127503156662
CUST001258,2025-07-16,Optimized Plan,25,0.9454209570144303
CUST001258,2025-08-11,Optimized Plan,25,0.9627436975343153
CUST000118,2025-08-13,Roaming Alert,45,0.7852055597235449
CUST004102,2025-07-05,Prevented Overage,35,0.9040043571148999
CUST001665,2025-08-12,Prevented Overage,35,0.9797608541930094
CUST001665,2025-08-24,Caught Billing Error,20,0.7535775991645641
CUST003458,2025-09-03,Roaming Alert,45,0.8475702758389525
CUST003458,2025-07-29,Prevented Overage,35,0.9088354904577136
CUST003321,2025-06-19,Caught Billing Error,20,0.7907076761312782
CUST003723,2025-08-22,Optimized Plan,25,0.9243178443051875
CUST003723,2025-08-14,Roaming Alert,45,0.9398567956127226
CUST003723,2025-07-16,Prevented Overage,35,0.844324577501975
CUST003723,2025-07-05,Prevented Overage,35,0.7874689023196697
CUST001845,2025-06-23,Prevented Overage,35,0.8660988697013817
CUST001943,2025-07-19,Prevented Overage,35,0.9004860484926029
CUST001943,2025-06-27,Prevented Overage,35,0.7971556007605978
CUST002197,2025-08-13,Prevented Payment Failure,10,0.7619320501340553
CUST002197,2025-07-28,Prevented Payment Failure,10,0.8307350103487261
CUST002197,2025-07-23,Roaming Alert,45,0.7912168421735987
CUST002197,2025-09-12,Caught Billing Error,20,0.8495848006126471
CUST004098,2025-09-03,Caught Billing Error,20,0.873374654869549
CUST004551,2025-08-04,Prevented Payment Failure,10,0.9630682644923217
CUST004551,2025-08-14,Prevented Overage,35,0.8917263131239451
CUST001444,2025-08-31,Roaming Alert,45,0.8490009818924591
CUST001444,2025-09-08,Caught Billing Error,20,0.8100310943019576
CUST001349,2025-07-27,Caught Billing Error,20,0.8712917738966643
CUST001035,2025-08-09,Roaming Alert,45,0.8582931542862207
CUST001035,2025-09-11,Optimized Plan,25,0.9299628507602028
CUST001035,2025-09-16,Prevented Overage,35,0.7941420578374527
CUST002918,2025-07-26,Prevented Payment Failure,10,0.9077920818096027
CUST003953,2025-09-07,Roaming Alert,45,0.8418875221605413
CUST003953,2025-07-11,Caught Billing Error,20,0.8636766729550436
CUST001185,2025-08-25,Prevented Overage,35,0.9586990709509701
CUST004990,2025-07-26,Caught Billing Error,20,0.9352636378258466
CUST004990,2025-06-27,Caught Billing Error,20,0.9512670604535378
CUST004990,2025-08-17,Roaming Alert,45,0.9299512265948578
CUST004990,2025-08-15,Prevented Payment Failure,10,0.7756672614114359
CUST004990,2025-07-03,Prevented Overage,35,0.9073472292907536
CUST003577,2025-08-02,Caught Billing Error,20,0.9700013193115592
CUST003577,2025-09-10,Prevented Overage,35,0.7788965817494318
CUST000866,2025-08-24,Prevented Overage,35,0.801745341187343
CUST002758,2025-08-13,Caught Billing Error,20,0.9371542715537362
CUST001679,2025-06-22,Roaming Alert,45,0.8302728442940861
CUST003267,2025-07-24,Optimized Plan,25,0.9037897817068733
CUST004685,2025-09-13,Prevented Payment Failure,10,0.891794304640498
CUST001282,2025-09-10,Caught Billing Error,20,0.917675994890742
CUST003345,2025-08-09,Roaming Alert,45,0.8560157928825356
CUST003345,2025-07-17,Caught Billing Error,20,0.8388225316745229
CUST003032,2025-07-24,Prevented Overage,35,0.8082537071174011
CUST003032,2025-08-04,Optimized Plan,25,0.8980875084572472
CUST003032,2025-08-02,Optimized Plan,25,0.9070990695571527
CUST000945,2025-07-27,Prevented Overage,35,0.8330636116443202
CUST000945,2025-09-13,Prevented Payment Failure,10,0.9351957296347245
CUST003776,2025-06-30,Roaming Alert,45,0.8153407147736289
CUST004283,2025-08-11,Caught Billing Error,20,0.8320722786593251
CUST004283,2025-07-01,Optimized Plan,25,0.9518320258846507
CUST004283,2025-09-03,Caught Billing Error,20,0.818639156287536
CUST001392,2025-08-05,Prevented Overage,35,0.842820786209777
CUST001392,2025-07-27,Caught Billing Error,20,0.8058166889939458
CUST002286,2025-08-10,Caught Billing Error,20,0.943641593796201
CUST002286,2025-08-15,Optimized Plan,25,0.8491459293710067
CUST002286,2025-06-26,Prevented Payment Failure,10,0.761280317492783
CUST004554,2025-07-19,Roaming Alert,45,0.9532483951980248
CUST003265,2025-07-26,Optimized Plan,25,0.9425922487466596
CUST003265,2025-08-28,Roaming Alert,45,0.8764514902047813
CUST003265,2025-07-30,Prevented Payment Failure,10,0.9790081884828395
CUST003265,2025-07-25,Prevented Payment Failure,10,0.8367750961403362
CUST003265,2025-07-15,Roaming Alert,45,0.8229344579507597
CUST000979,2025-08-27,Prevented Payment Failure,10,0.8596970915631391
CUST004630,2025-08-16,Prevented Overage,35,0.7713514350238256
CUST004630,2025-08-10,Caught Billing Error,20,0.9661446263291873
CUST000783,2025-07-28,Prevented Overage,35,0.9770601686486042
CUST000783,2025-09-16,Prevented Payment Failure,10,0.756077558780089
CUST002238,2025-09-16,Optimized Plan,25,0.7746969790221192
CUST002238,2025-09-13,Prevented Overage,35,0.8380523365107365
CUST002238,2025-08-01,Prevented Overage,35,0.7532253227522596
CUST002238,2025-06-22,Prevented Payment Failure,10,0.7637943841679953
CUST002238,2025-09-08,Prevented Payment Failure,10,0.9408653618069366
CUST002210,2025-08-28,Prevented Overage,35,0.8519598528905772
CUST002210,2025-07-24,Optimized Plan,25,0.9577255202340893
CUST001693,2025-08-30,Roaming Alert,45,0.9739988881791941
CUST001693,2025-08-27,Caught Billing Error,20,0.9376455435133539
CUST001693,2025-06-29,Caught Billing Error,20,0.8787425296707079
CUST003376,2025-06-23,Optimized Plan,25,0.7579778828914278
CUST003376,2025-07-09,Roaming Alert,45,0.9662349713919685
CUST004478,2025-08-20,Caught Billing Error,20,0.770935656761285
CUST004478,2025-08-25,Optimized Plan,25,0.800241213219706
CUST004478,2025-06-26,Prevented Overage,35,0.9396071497839875
CUST004478,2025-07-18,Roaming Alert,45,0.8505741278431378
CUST001806,2025-07-23,Prevented Payment Failure,10,0.8084371281322091
CUST001806,2025-07-18,Roaming Alert,45,0.7749564598756842
CUST003840,2025-08-26,Prevented Payment Failure,10,0.7646462600491941
CUST003840,2025-06-26,Prevented Overage,35,0.920384777567815
CUST002742,2025-09-09,Prevented Overage,35,0.898627037408296
CUST002742,2025-08-12,Caught Billing Error,20,0.807660243853461
CUST003967,2025-07-08,Roaming Alert,45,0.8579065932612866
CUST003967,2025-07-22,Roaming Alert,45,0.7545958555815742
CUST003967,2025-08-22,Optimized Plan,25,0.8244611691986211
CUST003188,2025-07-30,Optimized Plan,25,0.8283736800984479
CUST003188,2025-08-14,Prevented Overage,35,0.9063393946038559
CUST003188,2025-08-02,Prevented Payment Failure,10,0.886980747662019
CUST001884,2025-09-01,Prevented Overage,35,0.8888979231636039
CUST002304,2025-07-11,Caught Billing Error,20,0.9059897565981373
CUST002304,2025-09-16,Caught Billing Error,20,0.887800356252119
CUST000786,2025-07-18,Caught Billing Error,20,0.8209492820431479
CUST001262,2025-09-09,Roaming Alert,45,0.7804657967854292
CUST004976,2025-08-15,Prevented Overage,35,0.9699711702321656
CUST004976,2025-08-14,Optimized Plan,25,0.7513415124989115
CUST001921,2025-07-26,Prevented Overage,35,0.9775203088135458
CUST001921,2025-06-26,Prevented Overage,35,0.9454409449431114
CUST001921,2025-09-16,Optimized Plan,25,0.81560239512939
CUST003263,2025-06-25,Caught Billing Error,20,0.9712389276223257
CUST003263,2025-08-25,Optimized Plan,25,0.8377448273287155
CUST003263,2025-09-15,Prevented Overage,35,0.9036109254905023
CUST003263,2025-09-15,Prevented Payment Failure,10,0.9136095905955881
CUST003263,2025-07-31,Prevented Payment Failure,10,0.7970025913859717
CUST003597,2025-08-06,Caught Billing Error,20,0.8454926494555548
CUST002240,2025-08-26,Prevented Overage,35,0.9234083537617698
CUST002240,2025-08-27,Prevented Payment Failure,10,0.8728967254748567
CUST004576,2025-07-20,Optimized Plan,25,0.8514787554158829
CUST004576,2025-07-01,Caught Billing Error,20,0.8219026489951647
CUST004576,2025-09-14,Prevented Payment Failure,10,0.9797763160942122
CUST000186,2025-08-28,Roaming Alert,45,0.9493572576995939
CUST002330,2025-08-08,Prevented Payment Failure,10,0.8997171238809824
CUST004310,2025-07-11,Prevented Overage,35,0.9248333271755836
CUST001844,2025-09-13,Optimized Plan,25,0.8497578017180786
CUST001844,2025-09-05,Prevented Payment Failure,10,0.8838353653787635
CUST001844,2025-07-24,Roaming Alert,45,0.9313235723413527
CUST002848,2025-06-28,Prevented Payment Failure,10,0.9449279731349088
CUST001056,2025-08-22,Prevented Overage,35,0.9639937635324896
CUST002756,2025-06-28,Prevented Overage,35,0.7741522196331061
CUST004140,2025-07-01,Prevented Payment Failure,10,0.7744771572714672
CUST004140,2025-07-31,Roaming Alert,45,0.8622167241200804
CUST004140,2025-08-04,Optimized Plan,25,0.8980024031503125
CUST003006,2025-08-23,Optimized Plan,25,0.9787744659511373
CUST000565,2025-07-12,Caught Billing Error,20,0.7511249456345104
CUST000565,2025-09-08,Prevented Overage,35,0.8822926215897314
CUST000565,2025-08-20,Caught Billing Error,20,0.9621203060355037
CUST001134,2025-07-10,Prevented Payment Failure,10,0.7712305955844931
CUST001134,2025-06-24,Prevented Payment Failure,10,0.8118096785666421
CUST002701,2025-08-25,Caught Billing Error,20,0.9351649748929776
CUST003207,2025-07-08,Roaming Alert,45,0.8304772312403657
CUST003207,2025-07-27,Roaming Alert,45,0.9168251430126838
CUST003207,2025-09-11,Prevented Overage,35,0.897131642117165
CUST004093,2025-08-24,Prevented Payment Failure,10,0.9123378532915376
CUST004093,2025-08-03,Prevented Payment Failure,10,0.8405151087790728
CUST000025,2025-08-31,Prevented Payment Failure,10,0.9563852924248204
CUST000025,2025-07-20,Optimized Plan,25,0.9568018177780323
CUST003864,2025-06-30,Prevented Overage,35,0.7580424580653198
CUST003864,2025-09-05,Prevented Payment Failure,10,0.9746943454653956
CUST003965,2025-07-09,Caught Billing Error,20,0.8956480898009613
CUST003965,2025-09-02,Optimized Plan,25,0.9313635599799454
CUST003965,2025-07-11,Caught Billing Error,20,0.9088065014011226
CUST004241,2025-08-02,Caught Billing Error,20,0.7599031387106515
CUST004241,2025-06-25,Prevented Payment Failure,10,0.9532090281089768
CUST004241,2025-06-30,Roaming Alert,45,0.9538600636227056
CUST001004,2025-08-08,Roaming Alert,45,0.9463961225096136
CUST001004,2025-08-01,Prevented Payment Failure,10,0.93157921760110185
CUST001004,2025-07-11,Optimized Plan,25,0.8134301255689934
CUST003098,2025-07-06,Prevented Overage,35,0.8531174901546911
CUST004908,2025-06-27,Optimized Plan,25,0.8789021968329325
CUST000953,2025-08-24,Optimized Plan,25,0.800103998191189
CUST002278,2025-07-14,Caught Billing Error,20,0.7678969307080843
CUST002278,2025-07-13,Roaming Alert,45,0.7900402000173926
CUST001840,2025-08-03,Prevented Payment Failure,10,0.9260580149036832
CUST001052,2025-08-19,Caught Billing Error,20,0.8875176633219235
CUST003352,2025-07-17,Prevented Overage,35,0.7515906822052785
CUST003183,2025-07-28,Prevented Overage,35,0.8518637647992
CUST003183,2025-08-11,Caught Billing Error,20,0.9041868206905201
CUST000814,2025-07-29,Optimized Plan,25,0.8258273593592458
CUST000340,2025-07-10,Caught Billing Error,20,0.9194251229194924
CUST003400,2025-06-26,Prevented Payment Failure,10,0.7862128707347438
CUST003400,2025-08-01,Optimized Plan,25,0.7682056247070431
CUST000499,2025-07-14,Prevented Payment Failure,10,0.889060959436465
CUST000499,2025-09-07,Caught Billing Error,20,0.7596322116418741
CUST000076,2025-08-07,Caught Billing Error,20,0.8319566189986654
CUST000076,2025-09-08,Roaming Alert,45,0.7972209381801076
CUST000076,2025-09-15,Caught Billing Error,20,0.9773977379617281
CUST004595,2025-08-09,Caught Billing Error,20,0.8031421713833697
CUST004049,2025-08-27,Prevented Payment Failure,10,0.9545123233669437
CUST004049,2025-07-11,Prevented Payment Failure,10,0.9462688763299957
CUST004049,2025-07-21,Roaming Alert,45,0.7990910508786329
CUST004049,2025-08-09,Prevented Overage,35,0.9059758705436252
CUST002584,2025-07-25,Prevented Overage,35,0.9431472778879106
CUST000367,2025-08-29,Prevented Payment Failure,10,0.8714148081257008
CUST003642,2025-08-12,Caught Billing Error,20,0.8485132831800729
