customer_id,age,plan_type,monthly_bill,signup_date,customer_segment,has_autopay,satisfaction_score,total_lifetime_value
CUST000035,60,Unlimited,114.34740487486124,2023-02-07,Power User,TRUE,8,1064.2184804426506
CUST000036,32,Standard,53.77337218262255,2020-07-12,Budget Conscious,FALSE,5,1958.7091246852651
CUST000037,39,Standard,48.89727980829775,2021-12-03,Social Connector,TRUE,8,1979.534916812554
CUST000038,25,Basic,31.894443698693067,2021-05-19,Business User,TRUE,8,2143.6320155858994
CUST000039,53,Standard,61.791610000655055,2020-05-02,Social Connector,FALSE,8,432.0960605284199
CUST000040,21,Standard,46.75293205305934,2021-07-04,Power User,TRUE,8,538.2099523441866
CUST000041,39,Standard,45.239153183065355,2023-08-08,Social Connector,TRUE,8,2268.659454258159
CUST000042,35,Premium,76.55513271223754,2022-09-24,Power User,TRUE,8,2139.872768963687
CUST000043,62,Basic,27.093774010427296,2023-11-11,Business User,TRUE,9,1733.610949642025
CUST000044,45,Basic,32.86872489377856,2023-03-06,Budget Conscious,FALSE,6,1968.7866661464795
CUST000045,22,Basic,28.15053853439167,2022-10-11,Budget Conscious,FALSE,10,1038.451313553378
CUST000046,21,Premium,76.51173537131399,2020-07-27,Budget Conscious,TRUE,10,1598.7562558613718
CUST000047,51,Basic,28.432703018188477,2021-04-21,Power User,TRUE,6,1156.9681132677943
CUST000048,52,Basic,27.103711143136024,2021-11-14,Budget Conscious,TRUE,9,1764.5037079695612
CUST000049,41,Basic,34.1297591291368,2023-07-15,Budget Conscious,TRUE,5,1187.6807114109397
CUST000050,40,Standard,46.038496480323374,2022-01-06,Business User,TRUE,9,1954.537015547976
CUST000051,43,Basic,25.27195590082556,2021-06-20,Social Connector,TRUE,5,1981.4754863036796
CUST000052,23,Standard,62.89687445387244,2020-02-19,Power User,TRUE,5,1482.291034818627
CUST000053,23,Standard,56.302689858712256,2020-12-23,Budget Conscious,FALSE,8,319.81267081573606
CUST000054,19,Basic,31.977895474992692,2023-01-31,Budget Conscious,TRUE,9,304.8094402300194
CUST000055,20,Unlimited,105.86766295484267,2020-01-25,Business User,FALSE,9,2001.9492943538353
CUST000056,38,Standard,56.1251676781103,2023-05-21,Budget Conscious,TRUE,8,2481.599000399001
CUST000057,19,Basic,25.446553518995643,2023-04-06,Power User,FALSE,7,2278.8653934607282
CUST000058,55,Standard,52.5944141112268,2020-12-12,Power User,TRUE,6,1225.147104007192
CUST000059,27,Premium,89.65002121869475,2021-07-22,Power User,FALSE,7,2461.7495922138914
CUST000060,57,Basic,28.881411098409444,2020-12-28,Social Connector,FALSE,7,1593.5760396765545
CUST000061,22,Unlimited,114.015037920326,2020-01-28,Business User,FALSE,7,1699.3975438410416
CUST000062,50,Basic,31.389453092124313,2020-08-08,Power User,TRUE,6,1329.362156521529
CUST000063,56,Standard,59.94276681449264,2022-12-24,Budget Conscious,TRUE,6,2415.3988301288337
CUST000064,53,Premium,80.99598557688296,2020-11-08,Social Connector,FALSE,7,617.6415825029835
CUST000065,62,Basic,33.6873870738782,2022-05-12,Business User,TRUE,5,1923.1035131961107
CUST000066,59,Premium,76.77812080364674,2022-01-25,Business User,TRUE,10,2051.105480710976
CUST000067,26,Basic,29.697216257918626,2023-05-02,Business User,FALSE,5,877.8154755244032
CUST000068,46,Standard,62.37147867213935,2021-07-30,Budget Conscious,TRUE,8,1049.3600883055478
CUST000069,29,Premium,86.39919626992196,2022-06-04,Budget Conscious,TRUE,7,1116.2085432792082
CUST000070,37,Premium,81.34752220474184,2023-04-28,Business User,TRUE,6,1092.8100404562429
CUST000071,26,Basic,32.12483395356685,2023-09-16,Business User,TRUE,6,667.4036957556382
CUST000072,60,Premium,94.06244936864823,2021-02-08,Power User,TRUE,7,770.6459388602525
CUST000073,52,Basic,33.58220179565251,2021-10-11,Budget Conscious,TRUE,6,1182.6772302854806
CUST000074,46,Basic,31.279323785565794,2023-04-29,Budget Conscious,FALSE,7,1620.5315043218434
CUST000075,33,Basic,30.1228285767138,2020-12-16,Business User,FALSE,9,1781.0327717801556
CUST000076,54,Standard,54.578841384500265,2022-06-28,Power User,FALSE,10,2213.5201945900917
CUST000077,45,Basic,26.56666458817199,2022-10-19,Power User,TRUE,10,1667.281795782037
CUST000078,63,Premium,86.06980932410806,2020-08-01,Social Connector,TRUE,8,1674.2423026356846
CUST000079,22,Standard,47.62041693087667,2023-06-28,Budget Conscious,FALSE,6,1432.7060802141204
CUST000080,45,Unlimited,117.54319924395531,2020-03-27,Power User,FALSE,5,359.7852487117052
CUST000081,19,Unlimited,104.7460193966981,2022-07-05,Power User,TRUE,6,867.1129901194945
CUST000082,35,Standard,52.50597891397774,2023-10-09,Business User,TRUE,6,2032.403096347116
CUST000083,41,Standard,56.37449854519218,2021-03-13,Budget Conscious,FALSE,6,870.0830763671547
CUST000084,35,Basic,25.256773298606277,2020-07-01,Power User,FALSE,10,1708.9621712220833
CUST000085,22,Basic,27.068746003787965,2023-07-22,Social Connector,TRUE,7,1143.0667742155492
CUST000086,63,Unlimited,106.75482271355577,2023-09-29,Power User,TRUE,6,2195.4067550133914
CUST000087,57,Premium,81.36166307143867,2020-07-13,Social Connector,FALSE,8,1120.0800013029948
CUST000088,57,Premium,92.2487233672291,2020-03-26,Power User,FALSE,7,2009.9421561695635
CUST000089,38,Premium,79.52653230167925,2020-04-28,Business User,FALSE,10,1358.572865719907
CUST000090,53,Basic,34.867409702856094,2022-06-02,Social Connector,TRUE,8,281.18225783109665
CUST000091,53,Standard,64.47568430099636,2021-05-31,Power User,TRUE,10,494.80975018814206
CUST000092,56,Unlimited,115.89116543647833,2023-04-25,Social Connector,TRUE,7,1474.55150319729
CUST000093,59,Basic,25.465895149391145,2022-04-23,Budget Conscious,FALSE,6,1990.7941408688203
CUST000094,35,Basic,33.13775338232517,2021-03-29,Business User,TRUE,6,1105.8989811921492
CUST000095,44,Standard,51.52648818679154,2021-07-04,Power User,FALSE,5,2103.0702540650964
CUST000096,30,Standard,45.4334172885865,2020-05-21,Power User,TRUE,5,2342.466539121233
CUST000097,36,Premium,77.09906166419387,2022-08-22,Power User,FALSE,4,1147.955298377201
CUST000098,49,Standard,55.23113061208278,2023-02-18,Social Connector,TRUE,8,1531.2041219091043
CUST000099,33,Standard,55.544974845834076,2020-11-09,Budget Conscious,TRUE,7,1333.6346519179642
CUST000100,46,Premium,88.49365315865725,2021-04-13,Power User,FALSE,8,1605.0052272621542
CUST000101,34,Standard,61.20205576531589,2020-02-11,Budget Conscious,TRUE,6,2443.443063623272
CUST000102,61,Premium,89.37325146049261,2021-09-20,Business User,FALSE,6,236.4054515492171
CUST000103,26,Basic,31.989120640791953,2020-12-27,Social Connector,FALSE,9,717.7492648130283
CUST000104,38,Premium,90.87412639986724,2023-02-27,Social Connector,FALSE,7,313.53598781861365
CUST000105,60,Standard,57.40632800851017,2022-03-09,Business User,TRUE,7,358.6497244425118
CUST000106,65,Premium,79.74673873744905,2022-05-05,Budget Conscious,TRUE,7,1618.2990939356387
CUST000107,25,Basic,25.66343987127766,2020-04-25,Power User,TRUE,5,2166.604106943123
CUST000108,46,Basic,32.11095431353897,2021-05-14,Power User,TRUE,9,1913.3070242358372
CUST000109,55,Standard,52.77779595460743,2020-08-19,Power User,TRUE,5,1345.5397851532325
CUST000110,18,Basic,25.574758376460522,2021-07-21,Business User,FALSE,7,1113.5183073114604
CUST000111,30,Standard,46.04295534081757,2020-03-22,Social Connector,TRUE,8,2243.4491374064237
CUST000112,31,Basic,25.59514273656532,2023-06-17,Budget Conscious,TRUE,7,1146.7082979623228
CUST000113,22,Standard,54.08064110670239,2020-04-02,Business User,FALSE,8,1577.3301821900532
CUST000114,26,Basic,28.23771466501057,2022-12-01,Business User,TRUE,5,1974.1181153105572
CUST000115,33,Standard,54.99378798995167,2020-02-24,Power User,FALSE,5,603.6588544258848
CUST000116,43,Unlimited,95.0816585496068,2022-12-02,Business User,TRUE,10,1325.4406936001033
CUST000117,60,Premium,90.72105398401618,2021-03-12,Budget Conscious,FALSE,8,2373.901590704918
CUST000118,59,Standard,55.4138101125136,2020-10-20,Budget Conscious,TRUE,8,1120.5271488055587
CUST000119,59,Unlimited,112.1656268183142,2022-12-16,Social Connector,FALSE,6,943.9535903045908
CUST000120,50,Unlimited,110.5837219033856,2020-05-17,Business User,TRUE,8,2448.606328223832
CUST000121,46,Premium,81.90875594038516,2023-09-18,Power User,TRUE,10,560.0615297909826
CUST000122,42,Basic,25.620477779302746,2022-01-24,Business User,TRUE,7,2496.6892626835033
CUST000123,49,Basic,29.320286703296006,2020-05-09,Budget Conscious,FALSE,7,1923.0490062618628
CUST000124,34,Basic,25.83383492194116,2022-07-05,Business User,TRUE,9,1266.1328923655674
CUST000125,63,Basic,25.454272609204054,2021-09-21,Budget Conscious,FALSE,9,269.0418759128079
CUST000126,31,Premium,81.87089322134852,2021-02-28,Social Connector,TRUE,10,2054.1337373200804
CUST000127,64,Basic,30.381043292582035,2020-12-10,Power User,TRUE,10,919.5205074734986
CUST000128,23,Standard,61.17454991675913,2022-10-10,Power User,FALSE,6,664.8850946454331
CUST000129,64,Basic,32.29118979535997,2021-02-01,Budget Conscious,TRUE,9,1243.8638154184446
CUST000130,60,Premium,83.14269258640707,2023-01-24,Social Connector,TRUE,8,238.44316639006138
CUST000131,54,Premium,92.13863214477897,2020-07-20,Power User,TRUE,8,458.055148483254
CUST000132,33,Basic,25.526598901487887,2022-06-27,Social Connector,TRUE,9,949.6380035299808
CUST000133,48,Premium,88.1964456057176,2022-11-21,Social Connector,TRUE,8,1105.7785470271483
CUST000134,51,Basic,26.521635230164975,2022-03-30,Social Connector,TRUE,9,2094.0244495868683
CUST000135,47,Premium,90.07898603565991,2023-04-19,Budget Conscious,TRUE,6,597.3078907700256
CUST000136,49,Standard,45.08370846044272,2020-02-19,Social Connector,TRUE,5,1512.8446254413575
CUST000137,23,Premium,85.05924735218287,2022-12-17,Social Connector,FALSE,8,2217.7680934546515
CUST000138,39,Premium,84.46889859624207,2021-07-18,Social Connector,TRUE,6,967.2971893800423
CUST000139,55,Standard,58.6085503641516,2023-01-21,Power User,FALSE,10,863.6857444653288
CUST000140,48,Premium,76.81315875146538,2022-10-20,Business User,TRUE,8,1895.1516236644238
CUST000141,23,Basic,27.441976363770664,2023-02-21,Budget Conscious,TRUE,7,579.2011450743303
CUST000142,37,Standard,61.07996130827814,2023-10-10,Power User,FALSE,10,1469.754817476496
CUST000143,32,Basic,33.16587643697858,2023-12-29,Power User,TRUE,7,461.1736514605582
CUST000144,51,Basic,30.580354020930827,2021-09-22,Power User,TRUE,8,2049.9104151735082
CUST000145,59,Standard,52.96721910126507,2022-02-27,Power User,TRUE,8,1130.087876599282
CUST000146,40,Premium,93.97044376470149,2021-02-13,Social Connector,FALSE,5,1896.2363488739356
CUST000147,29,Standard,49.736072276718915,2022-03-25,Social Connector,TRUE,10,1427.016994659789
CUST000148,43,Premium,83.53817346971482,2020-10-17,Social Connector,TRUE,6,1952.6126275770366
CUST000149,58,Basic,32.9682468669489,2020-05-26,Budget Conscious,TRUE,6,1819.040652224794
CUST000150,18,Standard,57.4011320900172,2020-09-08,Social Connector,FALSE,9,1917.0830318005756
CUST000151,19,Basic,28.913443207275122,2022-03-10,Business User,TRUE,8,2053.1085126800463
CUST000152,41,Basic,26.848419890739024,2022-12-01,Business User,FALSE,7,1464.3847167724743
CUST000153,51,Premium,92.9948905762285,2021-05-24,Social Connector,TRUE,4,1883.9280490763485
CUST000154,42,Standard,57.31231831014156,2021-08-25,Business User,TRUE,9,352.0283360267058
CUST000155,45,Premium,88.54647066444159,2023-01-09,Power User,TRUE,7,920.0822065584362
CUST000156,60,Premium,84.96891370043159,2021-06-28,Business User,TRUE,9,2395.009735552594
CUST000157,31,Standard,48.61174551770091,2021-02-21,Social Connector,FALSE,7,1963.0664636846632
CUST000158,51,Basic,34.22301723156124,2023-07-22,Budget Conscious,TRUE,9,283.9147536084056
CUST000159,19,Premium,75.67880341783166,2020-08-17,Business User,TRUE,10,1515.7693475252017
CUST000160,48,Basic,29.116339315660298,2021-04-20,Power User,TRUE,9,2353.2773765036836
CUST000161,49,Standard,51.071703573688865,2021-01-24,Budget Conscious,FALSE,8,384.1795118525624
CUST000162,44,Basic,28.28883641399443,2023-05-26,Budget Conscious,TRUE,8,653.9084723219275
CUST000163,27,Premium,75.58276060037315,2023-06-01,Power User,FALSE,8,333.6389414733276
CUST000164,45,Standard,55.57482272386551,2023-08-08,Business User,TRUE,9,1918.0844765622169
CUST000165,54,Standard,61.76897082943469,2023-01-19,Budget Conscious,TRUE,8,1621.5088859200478
CUST000166,27,Premium,79.99624015763402,2020-11-16,Power User,TRUE,8,807.4411145877093
CUST000167,22,Standard,62.95954235829413,2020-05-27,Budget Conscious,TRUE,7,560.4559659259394
CUST000168,52,Premium,85.35355078522116,2022-07-15,Business User,TRUE,7,794.8772766860202
CUST000169,31,Basic,27.297061434946954,2022-09-11,Power User,TRUE,9,624.001680361107
CUST000170,31,Standard,50.39647947065532,2022-09-27,Social Connector,FALSE,9,1054.8497513635084
CUST000171,45,Standard,60.204040464013815,2023-07-30,Power User,FALSE,10,2308.10672796797
CUST000172,50,Premium,78.16868959460407,2020-03-20,Social Connector,TRUE,3,1350.5272978916764
CUST000173,54,Premium,92.157046161592,2021-06-21,Budget Conscious,FALSE,9,333.9480814989656
CUST000174,52,Premium,80.98183989524841,2023-01-13,Social Connector,TRUE,7,1799.7340572765097
CUST000175,43,Standard,50.83295396529138,2020-07-28,Budget Conscious,TRUE,5,687.3044952750206
CUST000176,48,Premium,93.62027389928699,2023-03-07,Business User,TRUE,6,2329.3317431584
CUST000177,62,Premium,92.71626661065966,2023-01-24,Social Connector,TRUE,9,1359.761525481008
CUST000178,60,Unlimited,119.80868339771405,2020-03-06,Budget Conscious,TRUE,8,2160.60511933174
CUST000179,49,Premium,86.4704217389226,2020-10-27,Power User,TRUE,9,479.18644826859236
CUST000180,34,Premium,77.10696150548756,2022-03-03,Budget Conscious,TRUE,7,2372.0733873778954
CUST000181,44,Basic,30.91177455848083,2022-06-06,Power User,TRUE,8,1976.1576101882383
CUST000182,47,Standard,48.24841223657131,2023-03-18,Social Connector,TRUE,8,1811.8005655240268
CUST000183,53,Premium,89.50371708255261,2020-06-02,Budget Conscious,TRUE,7,1967.9699789267033
CUST000184,37,Standard,53.08273450937122,2021-09-01,Social Connector,FALSE,8,586.8863106006756
CUST000185,28,Standard,52.09635466802865,2020-11-14,Business User,FALSE,8,545.544178574346
CUST000186,34,Basic,27.01663323212415,2023-04-28,Social Connector,TRUE,5,2367.8042319603264
CUST000187,26,Standard,48.57775047887117,2020-01-08,Business User,TRUE,10,1281.7522277589887
CUST000188,34,Unlimited,119.61693258373998,2021-07-07,Power User,FALSE,8,495.4750978620723
CUST000189,30,Standard,52.90425438899547,2021-11-18,Social Connector,TRUE,6,1995.9696081466973
CUST000190,48,Premium,88.22431344073266,2022-04-11,Power User,TRUE,8,1647.8026058059186
CUST000191,18,Standard,56.10803776886314,2020-11-21,Power User,TRUE,7,1636.8625395698473
CUST000192,34,Standard,49.318526331335306,2021-08-19,Power User,TRUE,7,1096.815347718075
CUST000193,50,Premium,81.6135189961642,2022-10-20,Budget Conscious,TRUE,7,1492.3799778334796
CUST000194,45,Basic,33.799575252924114,2021-11-01,Social Connector,FALSE,8,1718.0747056612745
CUST000195,19,Basic,26.23293960466981,2023-12-08,Social Connector,FALSE,6,856.5927523188293
CUST000196,48,Basic,34.97443669941276,2021-05-23,Social Connector,TRUE,8,450.4075217060745
CUST000197,25,Standard,54.76725690998137,2021-03-26,Social Connector,TRUE,8,1570.404852484353
CUST000198,33,Premium,86.65181627031416,2022-08-26,Power User,TRUE,8,1164.6526345750317
CUST000199,20,Basic,28.273429265245795,2023-11-04,Social Connector,FALSE,8,2118.708099378273
CUST000200,54,Basic,27.12829170981422,2022-06-19,Budget Conscious,FALSE,8,1799.1920221364126
CUST000201,30,Standard,62.59633571840823,2023-07-11,Power User,TRUE,8,1540.8094304148108
CUST000202,29,Unlimited,115.21409825538285,2021-10-21,Power User,TRUE,6,1400.5207805894315
CUST000203,18,Premium,89.77715301793069,2023-08-06,Budget Conscious,FALSE,9,695.7834008615464
CUST000204,47,Premium,85.5514355422929,2021-12-05,Budget Conscious,TRUE,7,1846.0405776277184
CUST000205,48,Standard,56.3026685686782,2020-03-07,Social Connector,TRUE,8,295.81639585085213
CUST000206,54,Basic,30.096764476038516,2021-09-24,Business User,TRUE,4,1137.98430475872
CUST000207,64,Basic,25.428713124711066,2020-08-30,Business User,TRUE,9,2323.477751435712
CUST000208,23,Standard,47.725348439998925,2023-11-15,Social Connector,FALSE,8,2328.9215565891936
CUST000209,33,Premium,86.71140236314386,2021-03-03,Budget Conscious,TRUE,8,2443.55239237193
CUST000210,27,Basic,33.00777845783159,2023-10-20,Social Connector,TRUE,9,734.4191336072981
CUST000211,24,Standard,48.74343843664974,2020-10-06,Power User,TRUE,7,1013.1900653708726
CUST000212,26,Standard,46.0906614549458,2022-12-16,Power User,TRUE,6,912.9511765670031
CUST000213,58,Unlimited,103.51866955053993,2021-10-01,Social Connector,TRUE,8,1500.272736675106
CUST000214,42,Basic,28.415592866949737,2022-07-15,Business User,TRUE,8,1492.8115103859454
CUST000215,20,Basic,33.0259611364454,2022-03-28,Business User,FALSE,9,1044.397757947445
CUST000216,35,Standard,55.81028658896685,2022-11-08,Social Connector,TRUE,7,1056.6589542431757
CUST000217,64,Premium,76.49500241968781,2021-11-17,Budget Conscious,TRUE,8,2423.276070947759
CUST000218,45,Premium,76.40362988691777,2022-09-25,Business User,TRUE,7,1684.3206061283126
CUST000219,32,Premium,78.26499067712575,2022-08-14,Social Connector,FALSE,7,425.7243163883686
CUST000220,46,Premium,90.1154710445553,2023-05-09,Business User,FALSE,8,2214.839644753374
CUST000221,37,Premium,81.17927697487175,2021-03-10,Budget Conscious,TRUE,8,804.8717958154157
CUST000222,42,Standard,50.59585387818515,2023-05-30,Power User,TRUE,6,2419.018141971901
CUST000223,33,Premium,86.24675002880394,2023-02-09,Business User,TRUE,8,682.3402178008109
CUST000224,41,Standard,60.63656460959464,2020-07-27,Budget Conscious,TRUE,8,1617.6095278002322
CUST000225,50,Unlimited,98.9124712406192,2023-11-01,Power User,TRUE,9,2089.6404378814623
CUST000226,55,Basic,28.273937082849443,2020-02-07,Business User,TRUE,7,530.0692698219791
CUST000227,60,Standard,47.66813388559967,2023-02-22,Power User,FALSE,8,2035.7108449796215
CUST000228,58,Standard,62.467050212435424,2022-06-10,Social Connector,TRUE,8,965.4819512972608
CUST000229,39,Unlimited,113.30075680627488,2020-09-27,Budget Conscious,TRUE,6,1982.047085906379
CUST000230,43,Standard,50.76277245301753,2023-10-28,Business User,FALSE,7,2290.875044418499
CUST000231,37,Standard,64.40278799273074,2023-10-18,Power User,FALSE,4,1485.3748667053878
CUST000232,62,Standard,48.76097213476896,2023-04-07,Business User,TRUE,10,2354.4528916245326
CUST000233,54,Standard,46.10364944674075,2021-05-11,Social Connector,TRUE,5,1893.149151839316
CUST000234,60,Premium,76.37185532134026,2023-11-21,Business User,FALSE,8,1066.5594077436253
CUST000235,32,Standard,61.14218873437494,2022-02-15,Social Connector,TRUE,10,1468.235004460439
CUST000236,38,Basic,26.208301291335374,2023-06-22,Business User,TRUE,6,1506.6492768470198
CUST000237,51,Standard,62.898045028559864,2020-03-23,Social Connector,TRUE,7,1489.0676816459745
CUST000238,42,Standard,53.829971267841756,2022-02-03,Business User,TRUE,7,1519.1026132320985
CUST000239,55,Basic,25.923546620178968,2023-06-30,Power User,TRUE,8,1739.2436614725739
CUST000240,18,Standard,50.90934946201742,2022-10-23,Social Connector,TRUE,9,2163.847501948476
CUST000241,31,Premium,75.0888248020783,2023-05-23,Budget Conscious,TRUE,8,1379.8345467774197
CUST000242,65,Premium,86.91123744938523,2021-06-29,Social Connector,TRUE,5,2056.057984987274
CUST000243,28,Standard,57.24544546101242,2023-03-03,Power User,FALSE,7,1770.3529545338824
CUST000244,45,Basic,33.607888866681606,2023-05-06,Business User,FALSE,7,405.5476379347965
CUST000245,35,Basic,31.219203339423984,2023-06-25,Budget Conscious,TRUE,8,839.6854237187654
CUST000246,51,Standard,63.14935554750264,2022-07-20,Business User,TRUE,5,271.1805376922712
CUST000247,59,Premium,86.32553229574114,2020-08-12,Budget Conscious,TRUE,10,387.22584729548544
CUST000248,53,Premium,79.19520801398903,2020-09-18,Power User,TRUE,5,1601.1792426463217
CUST000249,37,Basic,33.79509861348197,2020-06-08,Social Connector,TRUE,6,333.3415307337418
CUST000250,32,Basic,25.54952282225713,2020-06-21,Power User,FALSE,5,2016.5788949932903
CUST000251,24,Standard,50.96474372316152,2021-11-17,Power User,TRUE,8,1306.7213153466582
CUST000252,44,Basic,33.63331495085731,2020-02-26,Power User,TRUE,5,760.6306569185108
CUST000253,47,Standard,57.13991228491068,2021-09-13,Business User,TRUE,7,1783.8239595061168
CUST000254,22,Standard,60.2431719051674,2023-07-29,Budget Conscious,TRUE,10,1971.3849319377914
CUST000255,39,Standard,61.42070154193789,2020-06-24,Budget Conscious,FALSE,8,1911.2133651506156
CUST000256,37,Standard,52.97742144204676,2023-10-01,Budget Conscious,TRUE,8,2029.7879769699648
CUST000257,58,Premium,90.38850117009133,2020-03-06,Social Connector,TRUE,6,939.3017730209976
CUST000258,28,Standard,50.61240473296493,2020-10-21,Business User,FALSE,9,712.5473283231258
CUST000259,45,Unlimited,103.90590643393807,2022-12-03,Budget Conscious,TRUE,9,766.5679794270545
CUST000260,55,Unlimited,99.3832833878696,2020-04-28,Power User,TRUE,7,963.8014990603551
CUST000261,59,Standard,55.014411341398954,2023-12-28,Budget Conscious,TRUE,8,1398.4791731229052
CUST000262,26,Standard,58.839043066836894,2020-06-15,Power User,TRUE,7,368.41631799470633
CUST000263,40,Unlimited,115.69288668571971,2021-11-04,Business User,TRUE,9,325.22904872894287
CUST000264,43,Basic,25.409760703332722,2023-01-13,Social Connector,TRUE,7,1600.3538062563166
CUST000265,58,Standard,61.31332913413644,2020-03-10,Power User,TRUE,9,430.06033189594746
CUST000266,28,Basic,29.686306356452405,2020-03-23,Social Connector,TRUE,6,1150.620486913249
CUST000267,36,Standard,57.475401079282165,2021-12-03,Power User,FALSE,9,1067.800133046694
CUST000268,45,Basic,29.90391874918714,2022-08-27,Social Connector,TRUE,10,325.5483007989824
CUST000269,38,Basic,33.99933669483289,2020-03-28,Power User,FALSE,8,1250.2074977383018
CUST000270,53,Basic,29.737871091347188,2023-03-10,Budget Conscious,TRUE,9,1734.022924816236
CUST000271,59,Standard,57.40550613030791,2023-06-23,Power User,TRUE,5,1158.1197301624343
CUST000272,39,Premium,75.22447523195297,2020-09-16,Power User,TRUE,8,1370.9498233161867
CUST000273,42,Basic,32.43568083504215,2023-10-20,Business User,FALSE,8,771.7400697758421
CUST000274,47,Premium,90.31453015748411,2022-07-28,Budget Conscious,TRUE,8,1473.4951487975195
CUST000275,38,Premium,82.20480689778924,2020-03-28,Social Connector,TRUE,8,1074.253689800389
CUST000276,61,Unlimited,118.72221018886194,2020-08-22,Power User,TRUE,7,1359.0797279961407
CUST000277,38,Premium,90.67062872927636,2021-09-30,Power User,TRUE,7,808.1645688973367
CUST000278,23,Unlimited,119.58272112417035,2021-11-02,Business User,TRUE,9,1369.6149215335026
CUST000279,64,Premium,82.44381995406002,2020-05-28,Business User,FALSE,9,2029.3688580859452
CUST000280,58,Premium,88.54927789885551,2022-04-11,Social Connector,TRUE,9,928.9103474467993
CUST000281,27,Standard,59.57859034650028,2023-07-16,Power User,TRUE,9,1595.7372025353834
CUST000282,41,Standard,62.857710942626,2023-10-16,Power User,FALSE,9,364.97633843682706
CUST000283,24,Standard,62.51285969745368,2021-05-10,Social Connector,FALSE,8,1878.7723389221355
CUST000284,31,Unlimited,98.92654578317888,2023-08-23,Budget Conscious,FALSE,10,1233.5572559386492
CUST000285,29,Basic,33.20625317748636,2023-01-07,Power User,FALSE,9,447.3854952258989
CUST000286,27,Basic,26.646536097396165,2020-02-06,Social Connector,TRUE,10,831.4437000080943
CUST000287,42,Premium,88.30544027965516,2021-08-18,Power User,TRUE,8,1992.4641849240288
CUST000288,54,Premium,94.64553213212639,2020-01-21,Social Connector,TRUE,7,2397.7081262739375
CUST000289,19,Standard,63.806940582580864,2022-03-31,Social Connector,FALSE,7,2182.6654767850414
